'locality','state','postcode','latitude','longitude'
'WEST HOXTON','NSW','2171',-33.93304532,150.83226202
'WEST IPSWICH','QLD','4305',-27.6200466,152.74857909
'WEST ISLAND','OT','6799',-12.186,96.82915
'WEST KALGOORLIE','WA','6430',-30.77996078,121.43428423
'WEST KEMPSEY','NSW','2440',-31.05983588,152.82997705
'WEST KEMPSEY','NSW','4730',-23.55216098,143.19196823
'WEST KENTISH','TAS','7306',-41.39645065,146.25368211
'WEST LAKES','SA','5021',-34.87324454,138.49467745
'WEST LAKES SHORE','SA','5020',-34.86582674,138.48493511
'WEST LAMINGTON','WA','6430',-30.75076811,121.45034937
'WEST LAUNCESTON','TAS','7250',-41.45361915,147.12637037
'WEST LEEDERVILLE','WA','6007',-31.93785156,115.83326335
'WEST MACKAY','QLD','4740',-21.15094401,149.16177137
'WEST MELBOURNE','VIC','3003',-37.80914995,144.92535877
'WEST MONTAGU','TAS','7330',-40.84170418,144.86131487
'WEST MOONAH','TAS','7009',-42.84961792,147.28137602
'WEST MOOREVILLE','TAS','7321',-41.09679543,145.83365055
'WEST NOWRA','NSW','2541',-34.88216638,150.58339878
'WEST PENNANT HILLS','NSW','2125',-33.74831147,151.03363645
'WEST PERTH','WA','6005',-31.94628792,115.8454731
'WEST PINE','TAS','7316',-41.1504327,145.99555302
'WEST PINGELLY','WA','6308',-32.54016674,116.96396967
'WEST PINJARRA','WA','6208',-32.66662914,115.8033213
'WEST POINT','QLD','4819',-19.13468544,146.81671553
'WEST POPANYINNING','WA','6309',-32.68070956,116.98960356
'WEST PRAIRIE','QLD','4403',-27.44190853,151.40205311
'WEST PYMBLE','NSW','2073',-33.76423336,151.12998617
'WEST RANGE','SA','5275',-36.74409876,139.91386106
'WEST RICHMOND','SA','5033',-34.93932999,138.55041499
'WEST RIDGLEY','TAS','7321',-41.15338691,145.77598055
'WEST RIVER','WA','6346',-33.57517997,119.62969898
'WEST ROCKHAMPTON','QLD','4700',-23.38306534,150.48007862
'WEST RYDE','NSW','2114',-33.80736064,151.08385026
'WEST SCOTTSDALE','TAS','7260',-41.19225598,147.4498653
'WEST STOWE','QLD','4680',-23.9107036,151.13167192
'WEST SWAN','WA','6055',-31.84567697,115.9907593
'WEST TAKONE','TAS','7325',-41.15971567,145.49942359
'WEST TAMWORTH','NSW','2340',-31.10107003,150.90760577
'WEST TOODYAY','WA','6566',-31.53894374,116.38712288
'WEST ULVERSTONE','TAS','7315',-41.14895411,146.11969861
'WEST WALLSEND','NSW','2286',-32.89631173,151.56173723
'WEST WIANGAREE','NSW','2474',-28.53735912,152.95557183
'WEST WODONGA','VIC','3690',-36.11105056,146.82188141
'WEST WOLLONGONG','NSW','2500',-34.42398115,150.86730201
'WEST WOOMBYE','QLD','4559',-26.66460622,152.92483181
'WEST WYALONG','NSW','2671',-33.87495882,147.10800039
'WESTALL','SA','5680',-32.89855327,134.09439971
'WESTBOURNE PARK','SA','5041',-34.97164678,138.59524828
'WESTBROOK','NSW','2330',-32.44072877,151.28785753
'WESTBROOK','QLD','4350',-27.60122261,151.83347154
'WESTBURY','TAS','7303',-41.51017678,146.82070068
'WESTBURY','VIC','3825',-38.14181569,146.22125797
'WESTBY','VIC','3579',-35.63969358,143.96827673
'WESTCOURT','QLD','4870',-16.93041826,145.75293672
'WESTDALE','NSW','2340',-31.09107664,150.85303246
'WESTDALE','NSW','2653',-35.56985424,147.88370317
'WESTDALE','WA','6304',-32.30473147,116.59726289
'WESTERN CREEK','QLD','4357',-27.85522348,150.92303
'WESTERN CREEK','TAS','7304',-41.64676724,146.4949652
'WESTERN FLAT','SA','5268',-36.5677314,140.70189152
'WESTERN JUNCTION','TAS','7212',-41.5524687,147.21149992
'WESTERN RIVER','SA','5223',-35.71312763,136.94717891
'WESTERWAY','TAS','7140',-42.68481504,146.80509027
'WESTGROVE','QLD','4454',-25.44031297,148.4404741
'WESTLAKE','QLD','4074',-27.54841679,152.91268962
'WESTLEIGH','NSW','2120',-33.71179242,151.07139816
'WESTMAR','QLD','4422',-27.88865012,149.75722852
'WESTMEAD','NSW','2145',-33.80867357,150.9862467
'WESTMEADOWS','VIC','3049',-37.67525829,144.89275583
'WESTMERE','VIC','3351',-37.67656101,142.96720917
'WESTMINSTER','WA','6061',-31.86735051,115.83929024
'WESTON','ACT','2611',-35.33250066,149.05874528
'WESTON','NSW','2326',-32.81164347,151.45618822
'WESTON CREEK','ACT','2611',-35.3120073,149.07175902
'WESTONIA','WA','6423',-31.23914383,118.70593826
'WESTVALE','QLD','4514',-27.02584232,152.61299009
'WESTWOOD','NSW','2729',-35.39681188,147.98362288
'WESTWOOD','QLD','4702',-23.67376759,150.16838998
'WESTWOOD','TAS','7292',-41.47788975,146.99657289
'WESTWOOD','WA','6316',-33.60563486,117.3322851
'WETHERILL PARK','NSW','2164',-33.84271003,150.8992312
'WETHERON','QLD','4625',-25.50518343,151.70749823
'WETUPPA','NSW','2734',-35.32892772,143.86665675
'WEYBA DOWNS','QLD','4562',-26.44958021,153.04732707
'WEYMOUTH','TAS','7252',-41.02631474,147.10966386
'WHALAN','NSW','2770',-33.75602956,150.80506635
'WHALE BEACH','NSW','2107',-33.61315256,151.33213913
'WHANREGARWEN','VIC','3714',-37.21893111,145.61964397
'WHARMINDA','SA','5603',-33.94984162,136.2262765
'WHARPARILLA','VIC','3564',-36.09281056,144.6333821
'WHEATLANDS','QLD','4606',-26.22340612,151.85233851
'WHEATSHEAF','VIC','3461',-37.33898292,144.24337414
'WHEATVALE','QLD','4370',-28.16457383,151.86814328
'WHEELER HEIGHTS','NSW','2097',-33.72790334,151.28065395
'WHEELERS HILL','VIC','3150',-37.90753584,145.18700231
'WHEENY CREEK','NSW','2758',-33.4528803,150.71727716
'WHEEO','NSW','2583',-34.51335289,149.27865161
'WHERROL FLAT','NSW','2429',-31.79144453,152.2203174
'WHETSTONE','QLD','4387',-28.44431668,150.84325644
'WHIAN WHIAN','NSW','2480',-28.60610226,153.34967713
'WHICHELLO','QLD','4352',-27.29501628,151.99735837
'WHIM CREEK','WA','6718',-20.85935651,117.83250683
'WHIPORIE','NSW','2469',-29.27266302,153.00729492
'WHIPSTICK','VIC','3556',-36.65047567,144.26908548
'WHIRILY','VIC','3483',-35.91999548,142.99283628
'WHITBY','WA','6123',-32.28296748,116.01529919
'WHITE BEACH','TAS','7184',-43.14439409,147.72703423
'WHITE CLIFFS','NSW','2836',-30.26102645,143.11995705
'WHITE GUM VALLEY','WA','6162',-32.06030788,115.77056669
'WHITE GUMS','NT','0870',-23.7518859,133.75785428
'WHITE HILL','SA','5254',-35.13909822,139.20933841
'WHITE HILLS','TAS','7258',-41.50664893,147.30102972
'WHITE HILLS','VIC','3550',-36.72839924,144.30197541
'WHITE HUT','SA','5575',-35.0443,137.01507
'WHITE MOUNTAIN','QLD','4352',-27.44374705,152.1114722
'WHITE PATCH','QLD','4507',-27.03182526,153.1238172
'WHITE PEAK','WA','6532',-28.62840758,114.65350514
'WHITE ROCK','NSW','2795',-33.46532148,149.61727594
'WHITE ROCK','QLD','4306',-27.69434584,152.84915604
'WHITE ROCK','QLD','4868',-16.97853178,145.75777705
'WHITE SANDS','SA','5253',-35.19580565,139.31907078
'WHITE WELL CORNER','SA','5690',-31.894775,133.30833
'WHITEBRIDGE','NSW','2290',-32.97237011,151.71862366
'WHITEFOORD','TAS','7120',-42.41877128,147.54297375
'WHITEHEADS CREEK','VIC','3660',-37.05755908,145.26486782
'WHITELAW','VIC','3950',-38.43591526,145.77580453
'WHITEMAN','WA','6068',-31.82496862,115.94051678
'WHITEMAN CREEK','NSW','2460',-29.56486067,152.85503124
'WHITEMARK','TAS','7255',-40.07869106,148.02800368
'WHITEMORE','TAS','7303',-41.58758961,146.91198871
'WHITES FLAT','SA','5607',-34.50446356,135.84534477
'WHITES RIVER','SA','5607',-34.494093,135.95926899
'WHITES VALLEY','SA','5172',-35.26963359,138.51709369
'WHITESIDE','QLD','4503',-27.24958652,152.91400791
'WHITFIELD','QLD','4870',-16.89509131,145.73334502
'WHITFIELD','VIC','3733',-36.75225096,146.41305818
'WHITLAM','ACT','2615',-35.27705449,149.03592661
'WHITLANDS','VIC','3678',-36.82248631,146.34540259
'WHITLOW','NSW','2404',-29.89153344,150.7354711
'WHITSUNDAYS','QLD','4803',-20.27455,148.987125
'WHITTAKER','WA','6207',-32.55011982,116.04466354
'WHITTINGHAM','NSW','2330',-32.61688252,151.21381068
'WHITTINGTON','VIC','3219',-38.17710341,144.39206559
'WHITTLESEA','VIC','3757',-37.46566107,145.13108772
'WHITTON','NSW','2705',-34.54758259,146.14159911
'WHITWARTA','SA','5461',-34.09182561,138.33601658
'WHOOREL','VIC','3243',-38.37036129,143.83594926
'WHOOTA','NSW','2428',-32.31509102,152.48082339
'WHOROULY','VIC','3735',-36.51692522,146.57828777
'WHOROULY EAST','VIC','3735',-36.54512719,146.63678343
'WHOROULY SOUTH','VIC','3735',-36.59367418,146.59664875
'WHROO','VIC','3612',-36.68254543,145.03599005
'WHYALLA','SA','5600',-33.03796717,137.57531075
'WHYALLA BARSON','SA','5601',-32.98026651,137.56667626
'WHYALLA JENKINS','SA','5609',-33.02720229,137.50809696
'WHYALLA NORRIE','SA','5608',-33.02765393,137.53968836
'WHYALLA PLAYFORD','SA','5600',-33.02896964,137.55911532
'WHYALLA STUART','SA','5608',-33.03292707,137.51909113
'WHYANBEEL','QLD','4873',-16.34508882,145.35277959
'WHYTE YARCOWIE','SA','5420',-33.229434,138.886366
'WIAGDON','NSW','2795',-33.21597076,149.67042072
'WIALKI','WA','6473',-30.42175862,118.08754774
'WIANGAREE','NSW','2474',-28.51145905,152.97834254
'WIARBOROUGH','NSW','2580',-34.21943826,149.94617429
'WIAWERA','SA','5440',-32.29183893,140.4031944
'WICHERINA','WA','6532',-28.69834068,114.98767569
'WICHERINA SOUTH','WA','6532',-28.79043147,115.01482691
'WICKEPIN','WA','6370',-32.80564946,117.52842234
'WICKHAM','NSW','2293',-32.91952613,151.75711544
'WICKHAM','NT','0822',-12.54731798,130.91000745
'WICKHAM','TAS','7256',-39.61565021,143.97824736
'WICKHAM','WA','6720',-20.67358032,117.14427222
'WICKLIFFE','VIC','3379',-37.69809645,142.7172938
'WIDDEN','NSW','2328',-32.64138946,150.36899996
'WIDGEE','QLD','4570',-26.22033156,152.40787925
'WIDGEE CROSSING NORTH','QLD','4570',-26.18517783,152.62088841
'WIDGEE CROSSING SOUTH','QLD','4570',-26.19907722,152.60867635
'WIDGEEGOARA','QLD','4490',-28.35856005,146.31439419
'WIDGELLI','NSW','2680',-34.35789913,146.15183497
'WIDGIEMOOLTHA','WA','6443',-31.49207633,121.95413548
'WIEAMBILLA','QLD','4413',-26.96888121,150.4056431
'WIGHTS MOUNTAIN','QLD','4520',-27.39490411,152.84447681
'WIGLEY FLAT','SA','5330',-34.17960452,140.23046299
'WIGTON','QLD','4612',-25.96582515,151.582062
'WIJILAWARRIM','WA','6743',-15.81732066,128.46924813
'WILBERFORCE','NSW','2756',-33.54508111,150.84592304
'WILBERFORCE','WA','6302',-31.7864036,116.70613495
'WILBETREE','NSW','2850',-32.48195155,149.57484118
'WILBINGA','WA','6041',-31.4049868,115.61555467
'WILBURVILLE','TAS','7030',-42.04599295,146.89608373
'WILBY','VIC','3728',-36.15523271,146.04843504
'WILCANNIA','NSW','2836',-31.28582892,143.59937117
'WILCHERRY','SA','5641',-32.91593801,136.45345099
'WILCOWIE','SA','5432',-32.10117262,138.80189664
'WILD DOG VALLEY','SA','5271',-36.87202801,140.76681177
'WILD DOG VALLEY','VIC','3953',-38.3682651,145.94272749
'WILD HORSE PLAINS','SA','5501',-34.34689814,138.27514211
'WILDASH','QLD','4370',-28.33633478,152.06265401
'WILDES MEADOW','NSW','2577',-34.62669131,150.52257569
'WILDWOOD','VIC','3429',-37.55889947,144.80021268
'WILEY PARK','NSW','2195',-33.92435207,151.06743665
'WILGA','WA','6243',-33.68700133,116.26352977
'WILGA WEST','WA','6243',-33.72130744,116.14886869
'WILGARRUP','WA','6258',-34.14929144,116.2091294
'WILGENA','SA','5719',-30.73289282,134.85978549
'WILGOYNE','WA','6479',-30.7642038,118.39363983
'WILKATANA STATION','SA','5713',-32.12816297,137.77679625
'WILKESDALE','QLD','4608',-26.35080594,151.6599473
'WILKUR','VIC','3393',-36.07255175,142.66199588
'WILLAGEE','WA','6156',-32.05202593,115.805266
'WILLALA','NSW','2382',-30.83674842,149.86070687
'WILLALO','SA','5419',-33.43906041,138.79322607
'WILLALOOKA','SA','5267',-36.35997149,140.3422313
'WILLAMULKA','SA','5554',-33.92268333,137.82834658
'WILLANGIE','VIC','3485',-35.71593774,142.81265354
'WILLARE','WA','6728',-17.50760942,123.4488584
'WILLASTON','SA','5118',-34.58635681,138.74115136
'WILLATOOK','VIC','3283',-38.15111035,142.22351661
'WILLAURA','VIC','3379',-37.51991682,142.70970351
'WILLAURA NORTH','VIC','3379',-37.38725788,142.74538951
'WILLAWARRIN','NSW','2440',-30.93833617,152.63085688
'WILLAWONG','QLD','4110',-27.5963555,153.00653169
'WILLBRIGGIE','NSW','2680',-34.47987123,145.99039595
'WILLENABRINA','VIC','3393',-36.05317567,142.22540301
'WILLETTON','WA','6155',-32.05247388,115.88783707
'WILLI WILLI','NSW','2440',-30.96637653,152.3888107
'WILLIAM BAY','WA','6333',-35.00107037,117.20452593
'WILLIAM CREEK','SA','5723',-28.907838,136.34206214
'WILLIAMS','WA','6391',-33.05794475,116.73099746
'WILLIAMS LANDING','VIC','3027',-37.86199745,144.74300968
'WILLIAMSDALE','NSW','2620',-35.58816149,149.15715142
'WILLIAMSTOWN','SA','5351',-34.66788348,138.89529625
'WILLIAMSTOWN','VIC','3016',-37.86129933,144.89007408
'WILLIAMSTOWN','WA','6430',-30.73769,121.48636258
'WILLIAMSTOWN NORTH','VIC','3016',-37.85264464,144.86891333
'WILLIAMTOWN','NSW','2318',-32.8050272,151.8388207
'WILLIGOBUNG','NSW','2653',-35.65560287,148.03794805
'WILLINA','NSW','2423',-32.17843234,152.26944534
'WILLIPPA','SA','5432',-31.7373395,139.11832926
'WILLMOT','NSW','2770',-33.72408301,150.79284424
'WILLOCHRA','SA','5433',-32.22733131,138.13896739
'WILLOUGHBY','NSW','2068',-33.80622474,151.20000279
'WILLOUGHBY','SA','5222',-35.83165998,138.09669368
'WILLOUGHBY EAST','NSW','2068',-33.79909152,151.20628895
'WILLOW BANKS','SA','5253',-35.05570937,139.34547315
'WILLOW CREEK','SA','5211',-35.56802263,138.42326927
'WILLOW GROVE','VIC','3825',-38.07319244,146.1642864
'WILLOW SPRINGS','SA','5434',-31.47216481,138.88382604
'WILLOW TREE','NSW','2339',-31.63836605,150.73064268
'WILLOW VALE','NSW','2534',-34.73979398,150.79200544
'WILLOW VALE','NSW','2575',-34.43209308,150.47051522
'WILLOW VALE','QLD','4209',-27.84508106,153.26306295
'WILLOWBANK','QLD','4306',-27.6821561,152.67406672
'WILLOWIE','SA','5431',-32.68754358,138.32726642
'WILLOWMAVIN','VIC','3764',-37.24856667,144.86721808
'WILLOWRA','NT','0872',-21.26319588,132.61910905
'WILLOWS','QLD','4702',-23.59484354,147.41310889
'WILLOWVALE','QLD','4370',-28.13498154,152.02552341
'WILLOWVALE','VIC','3360',-37.84310199,143.46471894
'WILLS','QLD','4829',-23.01580004,139.99436557
'WILLSON RIVER','SA','5222',-35.84836945,137.93822918
'WILLSONS DOWNFALL','NSW','2372',-28.7115307,152.12569009
'WILLUNG','VIC','3847',-38.26864372,146.83829857
'WILLUNG SOUTH','VIC','3847',-38.32562531,146.82520468
'WILLUNGA','SA','5172',-35.272602,138.554829
'WILLUNGA HILL','SA','5172',-35.30139823,138.58847209
'WILLUNGA SOUTH','SA','5172',-35.28610047,138.55709222
'WILLURAH','NSW','2710',-34.96960916,145.10768256
'WILLYAROO','SA','5255',-35.28097052,138.91972941
'WILLYUNG','WA','6330',-34.94201505,117.84817094
'WILMINGTON','SA','5485',-32.65095738,138.10031289
'WILMOT','TAS','7310',-41.38837887,146.16616894
'WILORA','NT','0872',-21.74429371,133.72648621
'WILPINJONG','NSW','2850',-32.32688923,149.87792926
'WILSON','WA','6107',-32.02037959,115.9118303
'WILSON BEACH','QLD','4800',-20.47241,148.72479
'WILSON VALLEY','QLD','4625',-25.5531251,151.85100193
'WILSONS CREEK','NSW','2482',-28.56877226,153.43201977
'WILSONS HILL','VIC','3515',-36.72899258,144.0906716
'WILSONS PLAINS','QLD','4307',-27.83992479,152.65414119
'WILSONS POCKET','QLD','4570',-26.12375513,152.80487929
'WILSONS PROMONTORY','VIC','3960',-38.95885742,146.36822664
'WILSONS VALLEY','NSW','2624',-36.35940854,148.5030123
'WILSONTON','QLD','4350',-27.54268061,151.91656727
'WILSONTON HEIGHTS','QLD','4350',-27.53264144,151.9268549
'WILSTON','QLD','4051',-27.43465262,153.01873569
'WILTON','NSW','2571',-34.26597416,150.6856159
'WILTSHIRE','TAS','7321',-40.82992185,145.2797545
'WILUNA','WA','6646',-26.4604571,120.5901119
'WILYABRUP','WA','6280',-33.77089738,115.03646257
'WIMBLEDON','NSW','2795',-33.53918302,149.43507965
'WIMBLEDON HEIGHTS','VIC','3922',-38.48029082,145.23471341
'WIMBORNE','NSW','2346',-30.68943228,150.65394387
'WINCHELSEA','VIC','3241',-38.23838816,143.95018807
'WINCHELSEA SOUTH','VIC','3241',-38.32458276,143.98921288
'WINCHESTER','QLD','4721',-22.289359,148.0682906
'WINDABOUT','WA','6450',-33.81991784,121.90660786
'WINDALE','NSW','2306',-32.99209962,151.68115199
'WINDANG','NSW','2528',-34.52693578,150.87304489
'WINDAROO','QLD','4207',-27.74587648,153.19339041
'WINDELLA','NSW','2320',-32.69168102,151.47905506
'WINDELLAMA','NSW','2580',-35.01379077,149.91374261
'WINDERA','NSW','2800',-33.20831652,149.01911471
'WINDERA','QLD','4605',-26.00938767,151.80376279
'WINDERMERE','NSW','2321',-32.67673565,151.45484944
'WINDERMERE','QLD','4670',-24.85866893,152.43412409
'WINDERMERE','TAS','7252',-41.31066627,147.01635181
'WINDERMERE','VIC','3352',-37.48306122,143.71705724
'WINDERMERE PARK','NSW','2264',-33.11552339,151.53129508
'WINDEYER','NSW','2850',-32.79977792,149.57145649
'WINDEYER','QLD','4478',-24.56699051,146.40302423
'WINDORAH','QLD','4481',-25.47351212,142.42473548
'WINDOWIE','NSW','2720',-35.36997358,148.13556469
'WINDRADYNE','NSW','2795',-33.4054246,149.54508697
'WINDSOR','NSW','2756',-33.60910301,150.82113038
'WINDSOR','QLD','4030',-27.43445713,153.03013895
'WINDSOR','SA','5501',-34.40982182,138.31447789
'WINDSOR','VIC','3181',-37.85454938,144.99266141
'WINDSOR DOWNS','NSW','2756',-33.65598861,150.80830137
'WINDSOR GARDENS','SA','5087',-34.86553861,138.65434628
'WINDY','NSW','2343',-31.6247446,150.40547275
'WINDY HARBOUR','WA','6262',-34.77993929,116.07374477
'WINEGROVE','NSW','2460',-29.54803352,152.6871479
'WINFIELD','QLD','4670',-24.56602298,152.00744133
'WINGADEE','NSW','2829',-30.52192136,148.28389117
'WINGAN RIVER','VIC','3891',-37.6366163,149.48884243
'WINGAROO','TAS','7255',-39.84326495,147.97034429
'WINGEEL','VIC','3321',-38.08753991,143.81307241
'WINGELLO','NSW','2579',-34.70070139,150.17916567
'WINGEN','NSW','2337',-31.90150242,150.9187068
'WINGFIELD','SA','5013',-34.83813934,138.5541491
'WINGHAM','NSW','2429',-31.85808966,152.35578482
'WINIFRED','NSW','2631',-36.48857377,149.36635809
'WINJALLOK','VIC','3477',-36.84584497,143.19162686
'WINKIE','SA','5343',-34.30588441,140.52094231
'WINKLEIGH','TAS','7275',-41.29543448,146.84531517
'WINLATON','VIC','3585',-35.48284579,143.75154605
'WINMALEE','NSW','2777',-33.67694256,150.61218309
'WINNALEAH','TAS','7265',-41.07813798,147.81587911
'WINNAMBOOL','VIC','3546',-34.96052496,142.76755636
'WINNAP','VIC','3304',-37.90082506,141.3870538
'WINNEJUP','WA','6255',-33.95455296,116.29122365
'WINNELLIE','NT','0820',-12.42871374,130.88483279
'WINNINDOO','VIC','3858',-38.07707634,146.75425677
'WINNININNIE','SA','5440',-32.45603346,139.76852319
'WINNINOWIE','SA','5700',-32.62227608,137.90700137
'WINSLOW','VIC','3281',-38.24117117,142.45857108
'WINSTON','QLD','4825',-20.71003549,139.49770282
'WINSTON HILLS','NSW','2153',-33.77672838,150.98099954
'WINTER VALLEY','VIC','3358',-37.580128,143.79279915
'WINTHROP','WA','6150',-32.05221412,115.82964593
'WINTINNA','SA','5723',-27.80518928,133.84218772
'WINTON','NSW','2344',-31.09027895,150.70421208
'WINTON','QLD','4735',-22.38310823,143.03996537
'WINTON','VIC','3673',-36.52134263,146.09803678
'WINTON NORTH','VIC','3673',-36.45938061,146.09823176
'WINULTA','SA','5570',-34.27433023,137.8992939
'WINWILL','QLD','4347',-27.60742976,152.21041406
'WINYA','QLD','4515',-26.95299521,152.57940921
'WIRLINGA','NSW','2640',-36.04537864,147.05287732
'WIRRABARA','SA','5481',-33.03444177,138.27056865
'WIRRAGULLA','NSW','2420',-32.45415203,151.73529726
'WIRRAMINNA','SA','5719',-31.21831422,136.3211358
'WIRRATE','VIC','3608',-36.7704347,144.98204091
'WIRREALPA','SA','5730',-31.20746793,139.13957062
'WIRREGA','SA','5267',-36.20268557,140.57809149
'WIRRIMAH','NSW','2803',-34.11295006,148.42040882
'WIRRIMBI','NSW','2447',-30.67093681,152.92590672
'WIRRINA COVE','SA','5204',-35.50017557,138.25931811
'WIRRINYA','NSW','2871',-33.62855994,147.7257349
'WIRRULLA','SA','5661',-32.40444564,134.53385759
'WISANGER','SA','5223',-35.62662064,137.49100819
'WISELEIGH','VIC','3885',-37.71161978,147.7923696
'WISEMANS CREEK','NSW','2795',-33.63394709,149.71774934
'WISEMANS FERRY','NSW','2775',-33.39549047,150.98044454
'WISHART','NT','0822',-12.45712708,130.93210227
'WISHART','QLD','4122',-27.55504109,153.10119884
'WISTOW','SA','5251',-35.11710441,138.9125754
'WITCHCLIFFE','WA','6286',-34.01397478,115.11220302
'WITCHELINA','SA','5731',-30.12071138,137.91211146
'WITCHITIE','SA','5432',-32.15820171,138.96522235
'WITERA','SA','5671',-33.15115392,134.569998
'WITHCOTT','QLD','4352',-27.5356398,152.01424112
'WITHEREN','QLD','4275',-28.0391431,153.19156546
'WITHERS','WA','6230',-33.36808929,115.63032895
'WITJIRA','SA','5734',-26.33850281,135.67494834
'WITTA','QLD','4552',-26.70883274,152.82633905
'WITTENOOM','WA','6751',-22.2501745,118.30528335
'WITTENOOM HILLS','WA','6447',-33.46105914,122.17835718
'WITTITRIN','NSW','2440',-31.10009104,152.55670355
'WIVENHOE','TAS','7320',-41.07232834,145.93050416
'WIVENHOE HILL','QLD','4311',-27.36856326,152.56727901
'WIVENHOE POCKET','QLD','4306',-27.4341647,152.61715574
'WIYARRA','QLD','4370',-28.27661774,152.20991276
'WODONGA','VIC','3690',-36.12409404,146.88176397
'WOG WOG','NSW','2622',-35.2640402,150.05385425
'WOGOLIN','WA','6370',-32.79667798,117.82415382
'WOKALUP','WA','6221',-33.12615729,115.84049187
'WOKO','NSW','2422',-31.8103366,151.84445074
'WOKURNA','SA','5520',-33.71082075,138.04359561
'WOLEEBEE','QLD','4419',-26.2945126,149.8440943
'WOLFANG','QLD','4721',-22.64092941,147.81591309
'WOLFFDENE','QLD','4207',-27.7811705,153.17314881
'WOLGAN VALLEY','NSW','2790',-33.25136531,150.16426366
'WOLLAR','NSW','2850',-32.3646267,149.97931402
'WOLLERT','VIC','3750',-37.59202463,145.00556596
'WOLLI CREEK','NSW','2205',-33.93149742,151.15288034
'WOLLOGORANG','NSW','2581',-34.86026778,149.52382867
'WOLLOMBI','NSW','2325',-32.95297182,151.1566973
'WOLLOMOMBI','NSW','2350',-30.47252185,152.13026009
'WOLLONGBAR','NSW','2477',-28.81923556,153.40897161
'WOLLONGONG','NSW','2500',-34.42779796,150.89307392
'WOLLSTONECRAFT','NSW','2065',-33.83257931,151.19516254
'WOLLUMBOOLA','NSW','2540',-34.95900998,150.72747593
'WOLLUN','NSW','2354',-30.84877446,151.44630562
'WOLSELEY','SA','5269',-36.36818845,140.90551253
'WOLUMLA','NSW','2550',-36.81005204,149.81350109
'WOLVI','QLD','4570',-26.15029731,152.82536983
'WOMALILLA','QLD','4465',-26.55350034,147.80789373
'WOMARDEN','WA','6519',-29.48232427,115.86890915
'WOMBARRA','NSW','2515',-34.27723334,150.95002915
'WOMBAT','NSW','2587',-34.42519533,148.23744281
'WOMBAT CREEK','NSW','2460',-29.51597195,152.75738724
'WOMBAT CREEK','VIC','3888',-37.76227346,148.25530386
'WOMBATS REST','SA','5320',-34.11697273,139.67109139
'WOMBELANO','VIC','3409',-37.01820439,141.58591722
'WOMBEYAN CAVES','NSW','2580',-34.30986705,149.94840003
'WOMBLEBANK','QLD','4465',-25.57040741,147.81023966
'WOMBOOTA','NSW','2731',-35.90189535,144.55865153
'WOMINA','QLD','4370',-28.1804809,152.04067431
'WOMPINIE','SA','5440',-31.96851925,140.80987774
'WON WRON','VIC','3971',-38.46263244,146.73951317
'WONBAH','QLD','4671',-25.07761254,151.60931661
'WONBAH FOREST','QLD','4671',-24.9892097,151.61034657
'WONBOYN','NSW','2551',-37.25246513,149.93356278
'WONBOYN NORTH','NSW','2551',-37.20202264,149.90893962
'WONDAI','QLD','4606',-26.30133946,151.86115871
'WONDALGA','NSW','2729',-35.39459176,148.09811131
'WONDALLI','QLD','4390',-28.37511856,150.59236216
'WONDECLA','QLD','4887',-17.43022942,145.43910549
'WONDUNNA','QLD','4655',-25.31784298,152.8615431
'WONGA','VIC','3960',-38.60106838,146.25699652
'WONGA BEACH','QLD','4873',-16.3391,145.41328
'WONGA PARK','VIC','3115',-37.73555517,145.26968851
'WONGABEL','QLD','4883',-17.33030414,145.4653585
'WONGALING BEACH','QLD','4852',-17.90087506,146.09549909
'WONGAMINE','WA','6401',-31.47095074,116.61775586
'WONGAN HILLS','WA','6603',-30.83347529,116.69426378
'WONGARBON','NSW','2831',-32.29817179,148.80481742
'WONGARRA','VIC','3234',-38.67692652,143.78490692
'WONGAWALLAN','QLD','4210',-27.88762726,153.23454823
'WONGAWILLI','NSW','2530',-34.47357225,150.75197798
'WONGLEPONG','QLD','4275',-27.96897735,153.15689389
'WONGO CREEK','NSW','2346',-30.72849175,150.51824343
'WONGOONDY','WA','6630',-28.83593443,115.50983851
'WONGULLA','SA','5238',-34.69955875,139.55886383
'WONGUNGARRA','VIC','3862',-37.25563289,147.04507813
'WONGWIBINDA','NSW','2350',-30.26246836,152.19951344
'WONGYARRA','SA','5481',-32.98028532,138.22477685
'WONNA','SA','5419',-33.25603351,139.06735956
'WONNERUP','WA','6280',-33.61301555,115.43723313
'WONTHAGGI','VIC','3995',-38.61652628,145.59161526
'WONTHELLA','WA','6530',-28.76687724,114.63333535
'WONUARRA','SA','5340',-34.20007831,140.89663379
'WONWONDAH','VIC','3401',-36.88552156,142.1901672
'WONYIP','VIC','3962',-38.54588354,146.38277029
'WOOCOO','QLD','4620',-25.663,152.35129045
'WOOD WOOD','VIC','3596',-35.10150767,143.33286871
'WOODANILLING','WA','6316',-33.56923881,117.4540488
'WOODBERRY','NSW','2322',-32.79319044,151.67765629
'WOODBINE','NSW','2560',-34.04700299,150.82062322
'WOODBINE','QLD','4343',-27.77567076,152.20326006
'WOODBRIDGE','TAS','7162',-43.1580318,147.21401255
'WOODBRIDGE','WA','6056',-31.89090978,115.99336228
'WOODBURN','NSW','2472',-29.09725995,153.35473243
'WOODBURN','NSW','2538',-35.38950991,150.39459514
